,Weeks on Chart,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,Debut Position,LyricPositive,LyricNeutral,LyricNegative,TweetPositive,TweetNeutral,TweetNegative,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 0,Classification
1096,4,FALSE,227222,58,0.64,0.196,4,-11.478,1,0.0267,0.819,3.63E-05,0.0978,0.301,143.919,4,68,5,94,0,2,97,0,0,0.409699231,0,0,0,0.17512387,0.390164763,0,0,0,6
1097,4,TRUE,193901,52,0.461,0.812,10,-5.776,0,0.241,0.0184,0.000375,0.21,0.72,159.869,4,53,4,94,0,0,100,0,0,0,0,0,0,0,0,0.789977252,0.196901813,0,5
1098,4,FALSE,209680,67,0.8,0.535,7,-6.684,1,0.135,0.0713,9.48E-06,0.213,0.451,92.027,4,13,16,75,8,8,89,2,0,0.058530431,0,0,0,0.831081152,0.098715685,0,0,0,2
1099,4,TRUE,174333,83,0.63,0.671,6,-6.659,0,0.256,0.363,0,0.113,0.333,89.921,4,97,26,72,1,0,100,0,0,0.112907894,0,0,0,0,0,0,0.879167438,0,6
1100,4,FALSE,220306,71,0.518,0.676,8,-6.373,0,0.0744,0.0324,3.62E-05,0.189,0.197,173.998,4,63,12,85,1,0,98,1,0.182841301,0,0.80381465,0,0,0,0,0,0,0,5
1101,4,TRUE,139845,67,0.769,0.807,11,-2.966,1,0.306,0.0515,0,0.111,0.364,82.422,4,63,6,67,26,0,100,0,0,0.185640752,0,0.505470276,0,0.158680275,0,0,0.144750535,0,5
1102,4,TRUE,181890,82,0.649,0.453,6,-7.28,1,0.085,0.627,0,0.116,0.431,99.183,4,39,20,74,5,4,84,11,0.159455657,0,0.681028783,0,0,0.150974289,0,0,0,0,4
1103,4,FALSE,208211,76,0.441,0.379,2,-9.545,1,0.0449,0.968,0.262,0.639,0.105,174.118,3,99,0,85,14,2,95,2,0,0,0,0,0,0,0,0,0,0.943726838,6
1104,4,TRUE,262493,75,0.83,0.546,1,-5.716,1,0.295,0.227,0,0.112,0.535,182.973,4,12,0,88,10,10,85,3,0,0.405945957,0,0,0,0.032152064,0,0,0.553452671,0,2
1105,4,TRUE,337941,77,0.939,0.551,1,-9.126,1,0.291,0.0311,0,0.192,0.42,118.552,4,8,1,79,18,3,94,2,0.039614804,0.453380704,0.010378086,0,0,0.117655128,0,0,0.376894742,0,2
1106,4,TRUE,200080,93,0.531,0.75,10,-5.831,0,0.111,0.00632,7.60E-05,0.117,0.198,169.954,4,32,1,74,23,8,87,3,0.983918965,0,0,0,0,0,0,0,0,0,0
1107,4,TRUE,238120,70,0.711,0.254,1,-14.404,0,0.0863,0.0829,0,0.0865,0.253,79.904,4,75,5,94,0,4,90,4,0,0,0,0,0,0.976302505,0,0,0,0,5
1108,4,FALSE,134346,63,0.416,0.258,0,-8.489,1,0.0333,0.898,2.06E-06,0.147,0.532,116.599,4,42,0,100,0,10,89,0,0,0,0,0.963989615,0,0,0,0,0,0,4
1109,4,TRUE,218744,65,0.769,0.482,10,-7.205,1,0.0502,0.192,0,0.0903,0.487,120.959,4,96,1,92,5,1,96,2,0.031930357,0,0,0.960517406,0,0,0,0,0,0,6
1110,4,FALSE,302146,77,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,4,95,20,79,0,3,96,0,0,0.533339262,0,0,0,0.458813846,0,0,0,0,6
1111,4,TRUE,247612,56,0.957,0.593,1,-6.982,1,0.301,0.06,0,0.0908,0.284,127.027,4,78,19,58,22,0,100,0,0,0.211135939,0,0,0,0.395329565,0,0,0.382850707,0,6
1112,4,FALSE,236773,51,0.565,0.73,1,-4.54,1,0.031,0.0879,0,0.0652,0.408,82.058,4,77,4,95,0,3,12,84,0,0.423336953,0,0,0.42579031,0,0.131942898,0,0,0,6
1113,4,TRUE,191699,66,0.917,0.689,6,-6.225,1,0.264,0.0849,0,0.603,0.443,102.414,4,83,6,75,18,14,81,3,0,0.316283792,0,0,0,0,0.285780817,0,0.392547071,0,6
1114,4,TRUE,192405,69,0.761,0.672,1,-5.887,1,0.212,0.0893,9.77E-06,0.14,0.437,160.077,3,58,5,81,13,0,100,0,0.084565915,0.669523895,0,0,0,0.060589667,0,0,0.17995958,0,4
1115,4,TRUE,248431,82,0.745,0.561,0,-4.869,1,0.0807,0.0758,0,0.133,0.449,77.557,4,41,5,82,12,3,89,7,0,0.390825361,0,0,0,0.527398527,0.076587275,0,0,0,6
1116,4,FALSE,238560,75,0.62,0.61,11,-8.329,0,0.0373,0.00849,0.162,0.205,0.235,127.052,4,60,0,88,11,17,77,4,0,0.132315114,0.797295034,0,0,0,0,0,0.057420094,0,6
1117,3,FALSE,156866,72,0.505,0.451,9,-10.193,0,0.0329,0.727,0,0.233,0.744,74.347,4,47,24,75,0,3,91,4,0.987495124,0,0,0,0,0,0,0,0,0,4
1118,3,TRUE,121680,77,0.767,0.538,0,-6.044,0,0.052,0.68,0,0.192,0.343,81.031,4,46,7,53,39,20,79,0,0,0.198932275,0,0.328796595,0,0.459984392,0,0,0,0,4
1119,3,TRUE,241440,71,0.936,0.559,7,-8.587,0,0.157,0.479,0,0.128,0.527,112.347,4,49,2,87,9,10,89,0,0.16314359,0.238503128,0,0.083496861,0,0,0,0,0.512841702,0,4
1120,3,TRUE,225920,78,0.712,0.891,2,-6.457,1,0.24,0.0557,0,0.134,0.799,170.13,4,38,8,65,26,10,81,7,0,0.242176473,0.026319172,0,0,0.662495434,0,0,0.06475091,0,4
1121,3,TRUE,228366,71,0.734,0.683,1,-6.105,1,0.0776,0.013,0,0.28,0.445,162.038,4,47,5,79,15,0,100,0,0,0.103425965,0,0,0,0,0,0.563270628,0.327830017,0,4
1122,3,TRUE,345133,81,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,4,33,30,65,3,27,72,0,0.681960404,0,0,0.081299841,0,0,0,0,0.230486616,0,4
1123,3,TRUE,274960,66,0.55,0.404,0,-12.755,0,0.0398,0.441,0.00022,0.11,0.329,135.016,4,47,15,65,18,0,100,0,0,0,0,0,0,0.259728342,0,0.477344841,0.250418097,0,4
1124,3,TRUE,201270,84,0.773,0.836,9,-2.326,0,0.153,0.283,2.10E-05,0.0828,0.497,112.01,4,56,4,89,6,0,100,0,0.169077605,0.462134898,0,0,0,0.168313548,0,0,0.195206672,0,5
1125,3,TRUE,160293,66,0.67,0.7,1,-7.893,1,0.196,0.576,5.34E-06,0.226,0.648,69.986,4,32,2,86,10,16,67,16,0,0.977488339,0,0,0,0,0,0,0,0,4
1126,3,TRUE,254200,68,0.568,0.619,1,-6.899,1,0.414,0.138,1.67E-06,0.11,0.293,170.115,4,33,9,76,13,0,100,0,0,0.193727776,0,0,0,0.488949418,0,0,0.312557757,0,4
1127,3,FALSE,212163,60,0.847,0.579,1,-5.314,1,0.0719,0.0268,0.0545,0.102,0.569,137.998,4,27,1,72,26,13,80,5,0,0,0.67718339,0,0,0.118899785,0,0,0.194190651,0,3
1128,3,TRUE,334333,70,0.565,0.454,1,-11.091,0,0.0461,0.265,0,0.181,0.312,74.809,4,54,1,86,12,31,68,0,0,0.460656613,0,0,0,0,0,0,0.532888293,0,5
1129,3,TRUE,130293,68,0.67,0.724,11,-4.141,1,0.361,0.577,0,0.789,0.285,145.105,4,54,1,84,14,1,97,1,0.111925744,0.879821241,0,0,0,0,0,0,0,0,5
1130,3,TRUE,345160,70,0.581,0.642,1,-5.318,1,0.407,0.0519,0,0.183,0.536,80.142,4,39,11,78,10,0,100,0,0.22253333,0.317533106,0,0,0,0.066988371,0,0,0.389817923,0,4
1131,3,TRUE,220293,75,0.56,0.678,10,-6.167,0,0.0581,0.61,1.42E-05,0.111,0.29,122.585,4,27,6,92,2,3,94,2,0,0.986561179,0,0,0,0,0,0,0,0,3
1132,3,TRUE,216746,73,0.767,0.625,5,-6.193,1,0.0836,0.597,0,0.409,0.577,120.092,4,29,2,90,6,3,92,3,0.070455879,0.039441999,0,0.268973678,0,0.141042128,0,0,0.476636052,0,3
1133,3,TRUE,162800,69,0.888,0.372,7,-10.254,0,0.358,0.013,0,0.184,0.123,133.998,4,30,1,90,7,11,85,3,0,0.281676829,0.191283762,0,0,0.479479492,0.016760215,0.026209578,0,0,3
1134,3,FALSE,263520,66,0.508,0.762,6,-4.217,0,0.0489,0.254,0.000122,0.108,0.444,99.963,4,56,7,88,4,2,93,4,0,0,0,0,0,0,0.990997434,0,0,0,6
1135,3,TRUE,221173,80,0.632,0.732,6,-3.498,1,0.092,0.105,1.15E-05,0.111,0.317,159,4,29,3,83,13,5,90,4,0,0.572848797,0.262991011,0,0.153707728,0,0,0,0,0,3
1136,3,TRUE,185806,81,0.757,0.673,1,-8.513,1,0.141,0.095,0,0.338,0.574,92.958,3,83,1,77,21,0,100,0,0,0.666098893,0,0,0,0,0.114105567,0,0.213541791,0,5
1137,3,TRUE,222466,71,0.586,0.525,0,-8.968,1,0.498,0.0705,0,0.0729,0.491,126.51,4,100,5,89,5,0,100,0,0.043314595,0,0,0.091733627,0,0,0.034184646,0,0.825846195,0,6
1138,3,TRUE,130929,65,0.715,0.617,11,-5.558,0,0.24,0.0996,3.41E-06,0.186,0.283,176.117,4,56,5,81,13,0,97,2,0,0.233327806,0,0,0,0,0,0.345173657,0.408988595,0,5
1139,3,FALSE,235813,60,0.863,0.657,7,-7.295,1,0.105,0.264,0.00619,0.0713,0.829,115.958,4,100,1,98,0,4,92,3,0,0.021812366,0,0.793028712,0,0,0.176181063,0,0,0,6
1140,3,TRUE,314053,57,0.543,0.667,8,-7.333,1,0.0633,0.0165,2.69E-05,0.15,0.196,162.067,4,78,18,74,7,9,88,1,0.029694842,0.499215454,0,0.206033602,0,0,0.26113236,0,0,0,6
1141,3,FALSE,203569,86,0.483,0.412,7,-8.461,1,0.0402,0.737,0,0.116,0.247,170.163,3,100,13,80,6,8,88,4,0,0,0,0,0,0.887452126,0,0,0,0.092025496,6
1142,3,FALSE,223879,61,0.381,0.844,5,-7.123,1,0.144,0.0131,0,0.318,0.239,194,4,99,7,92,0,0,100,0,0,0,0.339524508,0,0,0,0.591653705,0,0.049892366,0,6
1143,3,FALSE,260906,83,0.321,0.429,6,-7.073,1,0.0302,0.724,9.10E-05,0.0606,0.174,123.421,4,99,3,95,1,8,88,3,0,0.474647492,0,0,0,0.343778074,0.167566538,0,0,0,5
1144,3,TRUE,238306,76,0.598,0.252,2,-15.086,1,0.0647,0.193,0.138,0.0992,0.0352,120.06,4,62,18,77,4,0,100,0,0,0.135606974,0,0.509306192,0,0,0,0,0.343604684,0,5
1145,3,TRUE,179973,75,0.679,0.443,10,-8.528,0,0.153,0.427,0,0.106,0.363,104.049,4,61,25,53,20,0,100,0,0,0,0,0,0,0.839690566,0.147802532,0,0,0,5
1146,3,FALSE,170093,54,0.528,0.928,3,-5.743,1,0.0456,0.0252,2.88E-06,0.0467,0.885,162.069,4,100,6,93,0,1,98,1,0.886227667,0,0,0,0,0.103766873,0,0,0,0,6
1147,3,FALSE,166101,73,0.645,0.568,5,-9.127,0,0.0823,0.543,0.266,0.257,0.391,84.999,4,77,16,60,24,3,48,48,0,0.982347965,0,0,0,0,0,0,0,0,5
1148,3,TRUE,284855,65,0.62,0.625,9,-7.438,1,0.553,0.287,0,0.314,0.665,167.911,4,39,29,65,5,14,85,0,0.083570421,0.070244901,0,0,0,0.132374123,0.170316264,0.052799575,0.488588184,0,4
1149,3,TRUE,257600,69,0.845,0.399,1,-7.509,1,0.309,0.00525,0.74,0.102,0.148,143.049,4,74,10,80,8,0,100,0,0.020958446,0.364939392,0.252593338,0,0,0,0,0,0.357913643,0,5
1150,3,FALSE,191266,60,0.738,0.768,11,-7.045,0,0.0348,0.381,0.145,0.1,0.603,120.013,4,75,15,83,1,7,90,1,0.224325761,0,0,0,0.162032783,0.603342891,0,0,0,0,6
1151,3,TRUE,211426,76,0.802,0.743,7,-4.82,0,0.0474,0.269,1.36E-06,0.121,0.877,146.03,4,40,4,92,3,17,79,3,0,0,0,0,0,0,0,0.29726249,0.691241443,0,4
1152,3,FALSE,260253,78,0.586,0.525,1,-7.163,0,0.0615,0.111,0,0.134,0.508,133.629,4,43,10,62,27,8,91,0,0,0.207303286,0,0,0,0,0.778404951,0,0,0,4
1153,3,TRUE,198109,68,0.806,0.77,1,-6.464,0,0.19,0.0252,0,0.0645,0.406,152.094,4,76,18,74,6,0,98,1,0,0,0,0,0,0.628776193,0,0,0.363811582,0,6
1154,3,TRUE,257573,68,0.536,0.486,11,-11.067,0,0.0346,0.244,0.00788,0.12,0.0968,131.988,4,51,1,94,3,0,100,0,0,0,0,0,0,0,0,0,0.139106542,0.842276037,5
1155,3,TRUE,307593,64,0.903,0.432,8,-11.885,1,0.426,0.0463,0,0.111,0.555,139.028,4,36,10,87,2,0,100,0,0.079917289,0.638221383,0,0,0,0,0,0,0.278662682,0,4
1156,3,FALSE,192133,65,0.565,0.832,10,-5.732,0,0.114,0.0247,0,0.26,0.233,112.827,4,55,9,66,24,0,100,0,0,0,0,0,0,0,0,0,0,0.977487922,5
1157,3,TRUE,219080,80,0.681,0.865,1,-4.132,0,0.0594,0.00464,0.00169,0.149,0.528,91.017,4,54,18,72,9,7,88,3,0,0.982683837,0,0,0,0,0,0,0,0,6
1158,3,FALSE,229013,68,0.708,0.612,5,-6.379,0,0.122,0.0381,0,0.277,0.263,139.913,4,99,9,88,1,3,96,0,0,0,0,0,0,0.93391943,0.055548906,0,0,0,6
1159,3,TRUE,109090,76,0.978,0.477,8,-8.159,1,0.155,0.000143,0,0.133,0.196,110.002,4,82,0,80,20,5,81,13,0,0.16231364,0,0,0,0,0.52207613,0,0.304995656,0,6
1160,3,TRUE,157816,72,0.746,0.497,1,-5.785,1,0.149,0.00944,8.60E-05,0.101,0.25,160.051,4,72,1,90,7,0,100,0,0,0.808246851,0,0,0,0,0,0,0.181219533,0,5
1161,3,FALSE,204013,71,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19E-05,0.365,0.612,202.049,4,73,6,88,4,25,75,0,0,0,0,0,0,0.975667298,0,0,0,0,5
1162,3,FALSE,157776,77,0.735,0.525,6,-2.939,0,0.0441,0.653,0.918,0.101,0.369,160.147,4,37,4,95,0,1,98,0,0,0,0,0,0,0.957130671,0,0,0,0,6
1163,3,FALSE,223998,61,0.666,0.877,6,-3.275,1,0.194,0.0822,0,0.128,0.524,91.054,4,47,35,58,6,16,83,0,0.162597835,0,0,0,0,0.14956978,0.67226851,0,0,0,5
1164,3,FALSE,190720,68,0.725,0.933,3,-4.933,0,0.164,0.112,0,0.21,0.601,114.031,4,61,0,94,5,1,98,0,0.326557338,0,0.48824355,0,0,0,0,0,0,0.173526272,5
1165,3,TRUE,247347,65,0.791,0.513,10,-6.568,0,0.269,0.0235,2.83E-05,0.101,0.481,76.997,4,60,3,81,14,2,85,11,0,0.256043941,0.323975235,0,0,0,0.382241756,0,0,0.034562714,5
1166,3,FALSE,189186,73,0.491,0.867,6,-2.313,0,0.103,0.167,0,0.458,0.602,167.965,4,60,2,97,0,2,94,3,0.985475421,0,0,0,0,0,0,0,0,0,5
1167,3,FALSE,219742,78,0.377,0.651,4,-5.437,0,0.0588,0.0197,5.31E-05,0.174,0.0851,129.698,4,60,1,96,1,34,53,12,0,0,0,0,0,0,0.872790515,0,0.11151275,0,5
1168,3,FALSE,197893,78,0.397,0.303,1,-10.413,1,0.11,0.798,4.16E-06,0.0824,0.17,170.22,3,58,15,84,0,30,64,4,0,0.289046794,0,0,0.473665982,0.177899495,0.05015013,0,0,0,4
1169,3,TRUE,196899,57,0.582,0.564,0,-4.066,0,0.0837,0.0959,0,0.26,0.718,204.002,4,98,4,96,0,1,98,0,0.504586577,0,0,0,0.476800472,0,0,0,0,0,6
1170,3,FALSE,193200,76,0.663,0.577,11,-7.518,0,0.0531,0.109,0,0.12,0.454,89.996,4,65,12,62,25,5,94,0,0,0.87026304,0,0,0,0.119854294,0,0,0,0,5
1171,3,TRUE,184960,68,0.758,0.474,1,-8.72,1,0.146,0.015,0,0.116,0.0541,76.062,4,14,5,95,0,4,91,4,0,0.082412556,0.691543162,0,0,0,0.216826379,0,0,0,2
1172,3,FALSE,198852,57,0.645,0.669,0,-7.946,0,0.0638,0.00545,0.00138,0.0997,0.568,100.052,4,98,5,93,1,44,55,0,0,0,0,0,0,0,0,0.635394573,0.348909527,0,6
1173,3,TRUE,333946,66,0.635,0.319,0,-8.727,1,0.118,0.618,1.69E-06,0.117,0.327,118.844,4,61,12,82,4,13,81,4,0.215194076,0.096511118,0,0.353136122,0,0.048880417,0,0,0.281645149,0,6
1174,3,TRUE,260640,70,0.501,0.403,9,-9.607,0,0.0752,0.114,1.10E-05,0.124,0.27,132.608,3,93,18,81,0,0,100,0,0,0.912531197,0.047266342,0,0,0.030197427,0,0,0,0,6
1175,3,TRUE,213863,74,0.743,0.571,7,-6.054,0,0.145,0.24,0,0.291,0.495,119.054,4,93,6,73,19,0,98,1,0.8458516,0,0,0,0,0,0,0,0.147188306,0,6
1176,3,TRUE,169038,84,0.844,0.644,11,-6.273,0,0.0479,0.0828,0,0.113,0.591,122.061,4,98,8,78,12,17,80,1,0.100465164,0.22429052,0,0,0,0,0,0,0.665650249,0,6
1177,3,FALSE,201573,96,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,4,11,8,88,2,12,83,3,0,0,0,0.871422231,0,0.10276138,0,0,0,0,2
1178,3,TRUE,213733,73,0.635,0.677,10,-5.548,1,0.0909,0.161,0,0.154,0.253,94.95,4,64,16,78,5,22,72,4,0,0.013182105,0,0,0,0.101173922,0.721086264,0,0.159099832,0,5
1179,3,FALSE,185000,56,0.747,0.458,6,-6.891,1,0.303,0.451,0,0.252,0.47,75.029,4,17,8,92,0,15,82,1,0.045106407,0,0,0,0,0.662905097,0.284030378,0,0,0,3
1180,3,TRUE,211226,77,0.471,0.411,0,-9.5,1,0.295,0.81,0,0.135,0.363,89.484,1,51,0,82,17,8,89,1,0,0,0,0,0.32548508,0.3303352,0.330708861,0,0,0,5
1181,3,FALSE,186267,76,0.414,0.416,11,-8.024,0,0.0251,0.1,0.179,0.131,0.196,159.91,4,82,0,100,0,20,71,8,0,0,0,0,0,0.726773918,0.255830169,0,0,0,6
1182,3,TRUE,151850,72,0.82,0.603,8,-7.18,1,0.308,0.0351,0.0159,0.122,0.177,159.976,4,80,6,58,34,50,50,0,0,0.353953868,0.168867126,0.471749514,0,0,0,0,0,0,6
1183,3,FALSE,245453,72,0.541,0.787,2,-4.618,0,0.0331,0.0167,0,0.157,0.2,113,4,82,28,59,12,0,100,0,0.772416532,0,0,0,0,0.214673549,0,0,0,0,6
1184,3,TRUE,204360,74,0.742,0.84,5,-5.198,0,0.0471,0.143,0,0.133,0.287,138.032,4,23,25,71,3,13,85,1,0.038304098,0.863671958,0,0,0,0,0,0,0.092283666,0,3
1185,3,TRUE,216029,73,0.78,0.808,2,-5.175,1,0.484,0.112,0,0.329,0.642,79.982,4,16,1,90,7,5,88,5,0.451500356,0.204902962,0,0,0,0.249797225,0,0,0.089686625,0,3
1186,3,TRUE,188523,69,0.837,0.549,0,-5.722,1,0.167,0.17,0,0.057,0.209,121.954,4,50,3,83,12,5,88,6,0,0.99051702,0,0,0,0,0,0,0,0,4
1187,3,FALSE,225849,61,0.738,0.814,7,-4.414,0,0.0999,0.132,9.64E-06,0.126,0.483,119.041,4,87,2,92,4,0,100,0,0,0.990210474,0,0,0,0,0,0,0,0,6
1188,3,TRUE,255866,59,0.654,0.839,9,-5.076,0,0.443,0.00531,0,0.308,0.549,74.886,4,7,6,84,8,9,88,2,0.098295145,0.451873422,0.048281509,0,0,0.198981702,0.08133024,0,0.117956251,0,2
1189,3,FALSE,272727,59,0.567,0.587,9,-5.626,0,0.0417,0.867,0,0.13,0.572,83.046,4,92,35,61,3,8,90,1,0.824898779,0.106200241,0,0,0,0,0.062700406,0,0,0,4
1190,3,TRUE,238893,68,0.727,0.72,11,-5.856,0,0.0488,0.0626,1.21E-06,0.176,0.589,140.08,4,63,4,95,0,2,97,0,0.039871719,0,0,0,0,0,0,0,0.948525846,0,5
1191,3,TRUE,140007,58,0.852,0.577,6,-6.347,0,0.16,0.215,0,0.138,0.448,119.986,4,77,0,91,8,3,94,2,0,0,0,0,0,0,0,0,0.990716457,0,6
1192,3,TRUE,219437,67,0.709,0.264,1,-17.696,0,0.186,0.268,0,0.24,0.341,133.858,4,87,8,84,6,0,100,0,0,0,0,0.076363482,0,0,0.099700972,0,0.139515847,0.678230166,6
1193,3,FALSE,200880,84,0.725,0.571,1,-6.007,1,0.102,0.0183,0,0.0519,0.61,146.035,4,72,9,90,0,13,80,5,0.351883382,0,0,0,0,0,0.144694939,0.494206876,0,0,5
1194,3,FALSE,246240,78,0.773,0.747,5,-4.061,1,0.0889,0.0239,8.23E-06,0.11,0.8,126.014,4,69,5,89,5,8,89,1,0,0.594273984,0,0,0.347190589,0,0.048531502,0,0,0,6
