,Weeks on Chart,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,Debut Position,LyricPositive,LyricNeutral,LyricNegative,pop,uk pop,dance pop,electropop,etherpop,indie poptimism,post-teen pop,talent show,rap,baroque pop,emo,modern rock,brostep,progressive electro house,tropical house,hip hop,pittsburgh rap,pop rap,southern hip hop,trap,dfw rap,melodic rap,rock,pop rock,new jersey rap,canadian pop,viral pop,pinoy hip hop,alternative r&b,latin,latin pop,puerto rican pop,tropical,contemporary country,chicago rap,edm,electro house,moombahton,boy band,canadian contemporary r&b,barbadian pop,r&b,urban contemporary,complextro,electro,indie pop,indie rock,atl hip hop,ccm,christian music,worship,country rap,lgbtq+ hip hop,country pop,viral trap,german techno,conscious hip hop,west coast rap,hip pop,miami hip hop,emo rap,philly rap,deep pop r&b,girl group,danish pop,scandipop,canadian hip hop,toronto rap,modern alternative rock,stomp pop,uk contemporary r&b,atl trap,nc hip hop,neo mellow,metropopolis,electronic trap,escape room,minnesota hip hop,trap queen,house,progressive house,uk dance,australian pop,swedish electropop,swedish pop,swedish synthpop,australian dance,latin hip hop,reggaeton,country,country road,modern country rock,indie pop rap,portland hip hop,underground hip hop,vapor trap,detroit hip hop,british soul,uk funky,deep talent show,pop punk,indietronica,reggae fusion,virgin islands reggae,dirty south rap,baton rouge rap,australian electropop,australian indie,downtempo,san diego rap,cali rap,social media pop,florida rap,country dawn,pop edm,permanent wave,oklahoma country,big room,folk-pop,neo-singer-songwriter,australian country,new orleans rap,gangster rap,memphis hip hop,dmv rap,texas country,heartland rock,ghanaian hip hop,modern southern rock,neo-traditional country,queens hip hop,nyc rap,arkansas country,houston rap,detroit trap,redneck,bronx hip hop,east coast hip hop,hardcore hip hop,la indie,alternative metal,nu metal,post-grunge,rap metal,outlaw country,disney,hollywood,movie tunes,show tunes,neo soul,drill,trance,hawaiian hip hop,trap soul,aussietronica,metal,idol,indie r&b,liquid funk,alabama rap,modern folk rock,stomp and holler,uk americana,deep euro house,deep house,german dance,alternative rock,g funk,country rock,adult standards,american folk revival,brill building pop,easy listening,mellow gold,dance rock,new wave pop,piano rock,nyc pop,a cappella,bachata,indie electropop,la pop,rap conscient,colombian pop,mexican pop,art pop,nz pop,k-pop,k-pop boy group,europop,icelandic indie,icelandic rock,hyphy,alberta country,canadian contemporary country,canadian country,australian hip hop,lounge,rap latina,destroy techno,classic girl group,motown,pixie,acoustic pop,indiecoustica,lds youth,alternative dance,dance-punk,neo-synthpop,new rave,israeli pop,bmore,ninja,indie folk,new americana,hopebeat,latin viral pop,alternative hip hop,modern uplift,christian alternative rock,christian indie,candy pop,indie soul,uk alternative pop,teen pop,punk,socal pop punk,cowboy western,traditional country,yodeling,funk metal,funk rock,old school hip hop,singer-songwriter,vocal jazz,boston hip hop,jazz rap,vapor pop,groove metal,canadian folk,canadian singer-songwriter,folk,folk rock,melancholia,irish rock,irish singer-songwriter,album rock,art rock,classic rock,glam rock,protopunk,rock-and-roll,rockabilly,shiver pop,nu-metalcore,lilith,soft rock,nu gaze,chinese hip hop,chinese idol pop,k-hop,post-metal,progressive metal,progressive rock,anthem worship,world worship,pop emo,TweetPositive,TweetNeutral,TweetNegative,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 0,Classification
1173,3.0,True,333946.0,66.0,0.635,0.319,0.0,-8.727,1.0,0.11800000000000001,0.618,1.69e-06,0.11699999999999999,0.327,118.844,4.0,61.0,12,82,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,81,4,0.21519407629966736,0.0965111181139946,0.0,0.3531361222267151,0.0,0.04888041689991951,0.0,0.0,0.28164514899253845,0.0,6
1174,3.0,True,260640.0,70.0,0.501,0.40299999999999997,9.0,-9.607000000000001,0.0,0.0752,0.114,1.1e-05,0.124,0.27,132.608,3.0,93.0,18,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.0,0.9125311970710754,0.047266341745853424,0.0,0.0,0.030197426676750183,0.0,0.0,0.0,0.0,6
1175,3.0,True,213863.0,74.0,0.743,0.5710000000000001,7.0,-6.053999999999999,0.0,0.145,0.24,0.0,0.29100000000000004,0.495,119.054,4.0,93.0,6,73,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1,0.8458516001701355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14718830585479736,0.0,6
1176,3.0,True,169038.0,84.0,0.8440000000000001,0.644,11.0,-6.273,0.0,0.0479,0.0828,0.0,0.113,0.591,122.061,4.0,98.0,8,78,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,80,1,0.10046516358852386,0.22429051995277405,0.0,0.0,0.0,0.0,0.0,0.0,0.6656502485275269,0.0,6
1177,3.0,False,201573.0,96.0,0.513,0.7959999999999999,1.0,-4.075,1.0,0.0629,0.00147,0.00020899999999999998,0.0938,0.345,171.017,4.0,11.0,8,88,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,83,3,0.0,0.0,0.0,0.8714222311973572,0.0,0.10276138037443161,0.0,0.0,0.0,0.0,2
1178,3.0,True,213733.0,73.0,0.635,0.677,10.0,-5.547999999999999,1.0,0.0909,0.161,0.0,0.154,0.253,94.95,4.0,64.0,16,78,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,72,4,0.0,0.01318210456520319,0.0,0.0,0.0,0.10117392241954803,0.7210862636566162,0.0,0.15909983217716217,0.0,5
1179,3.0,False,185000.0,56.0,0.747,0.45799999999999996,6.0,-6.891,1.0,0.303,0.451,0.0,0.252,0.47,75.029,4.0,17.0,8,92,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,82,1,0.04510640725493431,0.0,0.0,0.0,0.0,0.6629050970077515,0.28403037786483765,0.0,0.0,0.0,3
1180,3.0,True,211226.0,77.0,0.47100000000000003,0.41100000000000003,0.0,-9.5,1.0,0.295,0.81,0.0,0.135,0.363,89.484,1.0,51.0,0,82,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,89,1,0.0,0.0,0.0,0.0,0.32548508048057556,0.33033519983291626,0.3307088613510132,0.0,0.0,0.0,5
1181,3.0,False,186267.0,76.0,0.414,0.41600000000000004,11.0,-8.024,0.0,0.0251,0.1,0.179,0.131,0.196,159.91,4.0,82.0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,71,8,0.0,0.0,0.0,0.0,0.0,0.7267739176750183,0.25583016872406006,0.0,0.0,0.0,6
1182,3.0,True,151850.0,72.0,0.82,0.603,8.0,-7.18,1.0,0.308,0.0351,0.0159,0.122,0.177,159.976,4.0,80.0,6,58,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0.0,0.35395386815071106,0.16886712610721588,0.47174951434135437,0.0,0.0,0.0,0.0,0.0,0.0,6
1183,3.0,False,245453.0,72.0,0.541,0.787,2.0,-4.618,0.0,0.0331,0.0167,0.0,0.157,0.2,113.0,4.0,82.0,28,59,12,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.7724165320396423,0.0,0.0,0.0,0.0,0.21467354893684387,0.0,0.0,0.0,0.0,6
1184,3.0,True,204360.0,74.0,0.742,0.84,5.0,-5.1979999999999995,0.0,0.0471,0.14300000000000002,0.0,0.133,0.287,138.032,4.0,23.0,25,71,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,85,1,0.03830409795045853,0.8636719584465027,0.0,0.0,0.0,0.0,0.0,0.0,0.09228366613388062,0.0,3
1185,3.0,True,216029.0,73.0,0.78,0.8079999999999999,2.0,-5.175,1.0,0.484,0.11199999999999999,0.0,0.32899999999999996,0.642,79.982,4.0,16.0,1,90,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,88,5,0.4515003561973572,0.20490296185016632,0.0,0.0,0.0,0.24979722499847412,0.0,0.0,0.08968662470579147,0.0,3
1186,3.0,True,188523.0,69.0,0.8370000000000001,0.5489999999999999,0.0,-5.722,1.0,0.16699999999999998,0.17,0.0,0.057,0.209,121.954,4.0,50.0,3,83,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,88,6,0.0,0.9905170202255249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
1187,3.0,False,225849.0,61.0,0.738,0.8140000000000001,7.0,-4.414,0.0,0.0999,0.132,9.64e-06,0.126,0.483,119.041,4.0,87.0,2,92,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.0,0.9902104735374451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
1188,3.0,True,255866.0,59.0,0.654,0.8390000000000001,9.0,-5.0760000000000005,0.0,0.44299999999999995,0.0053100000000000005,0.0,0.308,0.5489999999999999,74.88600000000001,4.0,7.0,6,84,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,88,2,0.09829514473676682,0.45187342166900635,0.048281509429216385,0.0,0.0,0.19898170232772827,0.08133023977279663,0.0,0.1179562509059906,0.0,2
1189,3.0,False,272727.0,59.0,0.5670000000000001,0.5870000000000001,9.0,-5.626,0.0,0.0417,0.867,0.0,0.13,0.5720000000000001,83.046,4.0,92.0,35,61,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,90,1,0.8248987793922424,0.10620024055242538,0.0,0.0,0.0,0.0,0.06270040571689606,0.0,0.0,0.0,4
